orden_id;order_item_id;producto_id;vendedor_id;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor
74161PD97A;A;PD97;VE6060;28.96;17.63;8001;Barranquilla;Atlantico
24358PB27B;B;PB27;VE4365;108.83;9.41;73001;Ibague;Tolima
67938PH83A;A;PH83;VE7671;280.66;25.92;17001;Manizales;Caldas
41796PC13A;A;PC13;VE8895;0.25;38.65;52411;Linares;Nariño
14796PT56A;A;PT56;VE1307;299.31;35.9;85001;Yopal;Casanare
55612PE75A;A;PE75;VE1307;427.55;15.13;54001;Cucuta;Norte de santander
56380PG80A;A;PG80;VE5979;230.08;3.86;52323;Gualmatan;Nariño
89671PN81A;A;PN81;VE4333;7.44;9.38;50683;San juan de arama;Meta
18388PO68A;A;PO68;VE4580;110.56;21.49;70001;Sincelejo;Sucre
44306PL46A;A;PL46;VE6781;29.34;30.44;5002;Abejorral;Antioquia
110160PD98A;A;PD98;VE2561;229.37;21.76;52560;Potosi;Nariño
47034PN57A;A;PN57;VE8511;191.47;8.24;52001;Pasto;Nariño
20336PK37A;A;PK37;VE5049;43.15;21.27;70001;Sincelejo;Sucre
93479PE36A;A;PE36;VE1830;338.78;19.48;17001;Manizales;Caldas
81254PB66A;A;PB66;VE1492;112.59;37.97;52405;Leiva;Nariño
41785PL41A;A;PL41;VE5389;66.43;15.82;54003;Abrego;Norte de santander
91342PJ25A;A;PJ25;VE4179;76.5;11.0;85001;Yopal;Casanare
5943PK80A;A;PK80;VE3797;4.42;0.57;54001;Cucuta;Norte de santander
45455PO37A;A;PO37;VE6608;2.01;0.21;52540;Policarpa;Nariño
101678PM44C;C;PM44;VE4819;12.74;10.17;52323;Gualmatan;Nariño
109234PA29A;A;PA29;VE7882;92.98;23.84;85001;Yopal;Casanare
6287PH28B;B;PH28;VE6646;37.77;1.84;76001;Cali;Valle del cauca
37024PR97A;A;PR97;VE5738;235.91;36.89;97001;Mitu;Vaupes
33809PB83A;A;PB83;VE8325;37.23;20.39;52405;Leiva;Nariño
68622PP50A;A;PP50;VE2456;28.57;12.13;50686;San juanito;Meta
11908PH52A;A;PH52;VE2715;46.64;8.5;76001;Cali;Valle del cauca
89737PG43F;F;PG43;VE8925;43.16;5.5;52473;Mosquera;Nariño
43418PB50A;A;PB50;VE9159;103.52;7.57;76001;Cali;Valle del cauca
7724PG33A;A;PG33;VE9864;185.11;28.14;52490;Olaya herrera;Nariño
45209PT68A;A;PT68;VE5926;84.57;2.81;52323;Gualmatan;Nariño
32460PG15A;A;PG15;VE5389;82.72;4.47;50001;Villavicencio;Meta
33148PQ91A;A;PQ91;VE3166;1.18;17.86;18001;Florencia;Caqueta
76042PO20A;A;PO20;VE8613;513.62;0.71;66001;Pereira;Risaralda
14227PB92A;A;PB92;VE2068;225.63;3.15;88001;San andres;San andres
69186PH12A;A;PH12;VE2740;35.81;22.02;52540;Policarpa;Nariño
13150PF42A;A;PF42;VE5738;39.37;41.23;17001;Manizales;Caldas
23818PI75A;A;PI75;VE7885;26.25;0.73;52210;Contadero;Nariño
82401PL59A;A;PL59;VE3797;270.23;26.98;17001;Manizales;Caldas
11345PP34A;A;PP34;VE8722;105.07;2.61;50006;Acacias;Meta
62851PJ58A;A;PJ58;VE3927;22.17;48.04;50006;Acacias;Meta
29980PH90A;A;PH90;VE3797;195.51;14.94;81001;Arauca;Arauca
83105PB48A;A;PB48;VE6646;771.49;18.63;52001;Pasto;Nariño
89204PS58A;A;PS58;VE6781;181.45;20.04;11001;Bogota d.c.;Bogota d.c.
48863PC71A;A;PC71;VE5229;123.2;23.81;52565;Providencia;Nariño
49375PP51A;A;PP51;VE1988;344.71;16.43;85001;Yopal;Casanare
55768PB16A;A;PB16;VE6668;318.74;26.7;85001;Yopal;Casanare
63938PJ68A;A;PJ68;VE6108;165.12;26.54;52480;Nariño;Nariño
19274PJ26A;A;PJ26;VE2068;3.94;3.04;23001;Monteria;Cordoba
18254PE90A;A;PE90;VE5595;40.94;10.69;68001;Bucaramanga;Santander
48325PL21A;A;PL21;VE6294;159.81;3.59;52435;Mallama;Nariño
93773PE11A;A;PE11;VE6781;661.42;4.57;52490;Olaya herrera;Nariño
44652PP87A;A;PP87;VE3549;177.1;19.35;52203;Colon;Nariño
38274PD59A;A;PD59;VE2561;95.89;3.11;25001;Agua de dios;Cundinamarca
590PM24A;A;PM24;VE4819;134.17;7.19;52480;Nariño;Nariño
110356PN91A;A;PN91;VE6571;279.52;9.26;17001;Manizales;Caldas
91199PK22A;A;PK22;VE1266;119.75;0.56;81001;Arauca;Arauca
6706PD56A;A;PD56;VE8511;94.46;21.35;54003;Abrego;Norte de santander
76966PA28A;A;PA28;VE1340;46.74;17.94;54003;Abrego;Norte de santander
87828PT63A;A;PT63;VE5681;61.15;10.47;97001;Mitu;Vaupes
45124PJ23B;B;PJ23;VE9946;231.56;10.43;52203;Colon;Nariño
12547PM55A;A;PM55;VE3159;107.07;6.13;54003;Abrego;Norte de santander
39443PC88A;A;PC88;VE6971;89.49;23.55;50686;San juanito;Meta
102570PE54B;B;PE54;VE9609;121.03;39.48;52323;Gualmatan;Nariño
95378PA24A;A;PA24;VE5738;11.49;65.32;19001;Popayan;Cauca
95353PC17A;A;PC17;VE5090;55.5;7.99;52381;La florida;Nariño
5249PK56A;A;PK56;VE4446;273.02;32.48;18001;Florencia;Caqueta
110410PR21A;A;PR21;VE4333;87.74;15.71;19001;Popayan;Cauca
2692PF81A;A;PF81;VE2501;141.1;8.5;50001;Villavicencio;Meta
104115PM62A;A;PM62;VE7281;30.98;10.69;66001;Pereira;Risaralda
81992PP47A;A;PP47;VE6294;14.78;37.17;50006;Acacias;Meta
60909PJ51A;A;PJ51;VE2114;93.06;0.17;20001;Valledupar;Cesar
4014PC33D;D;PC33;VE8455;154.9;10.24;70001;Sincelejo;Sucre
112593PH57A;A;PH57;VE1266;3.71;26.14;66001;Pereira;Risaralda
18926PL63B;B;PL63;VE4124;313.96;67.85;52210;Contadero;Nariño
86781PD10B;B;PD10;VE3295;224.34;2.2;52051;Arboleda;Nariño
81612PE69A;A;PE69;VE6535;216.97;29.56;70001;Sincelejo;Sucre
12225PM63A;A;PM63;VE3166;0.71;6.31;20001;Valledupar;Cesar
22123PI15A;A;PI15;VE8782;227.42;7.36;52435;Mallama;Nariño
35555PN89A;A;PN89;VE9864;101.45;48.24;52323;Gualmatan;Nariño
31490PO44A;A;PO44;VE8467;16.77;19.74;50006;Acacias;Meta
78355PR93A;A;PR93;VE2305;415.47;35.75;52427;Magui;Nariño
69793PT54A;A;PT54;VE6781;65.99;1.69;52323;Gualmatan;Nariño
26540PR84A;A;PR84;VE4436;234.14;17.76;50683;San juan de arama;Meta
16992PJ13A;A;PJ13;VE5595;78.87;24.25;52473;Mosquera;Nariño
31345PJ41A;A;PJ41;VE4580;94.36;1.93;17001;Manizales;Caldas
7388PG85A;A;PG85;VE1211;142.46;14.05;81001;Arauca;Arauca
31557PH43A;A;PH43;VE3806;39.15;3.26;70001;Sincelejo;Sucre
105615PL52B;B;PL52;VE6406;15.11;44.22;54003;Abrego;Norte de santander
81343PJ36B;B;PJ36;VE7406;92.05;30.58;52473;Mosquera;Nariño
100330PB96A;A;PB96;VE7926;186.43;13.64;11001;Bogota d.c.;Bogota d.c.
16441PR76A;A;PR76;VE6971;64.27;22.94;52480;Nariño;Nariño
44184PN44A;A;PN44;VE4002;181.82;9.1;97001;Mitu;Vaupes
4886PO33A;A;PO33;VE5149;27.73;49.99;52207;Consaca;Nariño
58398PK12A;A;PK12;VE5445;40.51;18.96;52560;Potosi;Nariño
85711PI60A;A;PI60;VE3210;69.08;26.49;52356;Ipiales;Nariño
98251PE15A;A;PE15;VE1492;76.99;17.75;54003;Abrego;Norte de santander
60181PL14A;A;PL14;VE4829;44.7;7.27;52203;Colon;Nariño
97115PI33A;A;PI33;VE6781;26.73;13.23;52210;Contadero;Nariño
43125PJ58A;A;PJ58;VE4489;92.14;4.61;52354;Imues;Nariño
91858PS27F;F;PS27;VE2980;72.87;5.09;50001;Villavicencio;Meta
39704PJ39A;A;PJ39;VE6777;0.46;10.42;54001;Cucuta;Norte de santander
2200PP19A;A;PP19;VE2056;78.96;17.48;54001;Cucuta;Norte de santander
12351PF97A;A;PF97;VE7503;53.51;25.85;73001;Ibague;Tolima
105904PR45A;A;PR45;VE8975;106.76;5.27;52385;La llanada;Nariño
36713PH32A;A;PH32;VE2285;126.23;4.41;13006;Achi;Bolivar
40729PF32A;A;PF32;VE6108;35.78;34.35;97001;Mitu;Vaupes
55317PL54A;A;PL54;VE7348;72.58;15.32;66001;Pereira;Risaralda
51033PF22A;A;PF22;VE6107;249.23;9.35;52240;Chachagui;Nariño
92455PI26A;A;PI26;VE5588;110.17;0.85;66001;Pereira;Risaralda
63696PI28A;A;PI28;VE9530;237.98;28.63;97001;Mitu;Vaupes
67654PS62A;A;PS62;VE6406;257.79;4.28;52001;Pasto;Nariño
41418PC65A;A;PC65;VE8494;143.39;12.89;52540;Policarpa;Nariño
101014PH43A;A;PH43;VE6108;240.5;44.64;50001;Villavicencio;Meta
5879PM48A;A;PM48;VE9912;187.97;43.84;8001;Barranquilla;Atlantico
67069PG94A;A;PG94;VE5049;56.61;13.46;68001;Bucaramanga;Santander
112385PP50A;A;PP50;VE7147;393.27;29.31;52435;Mallama;Nariño
109112PP24A;A;PP24;VE7281;91.42;1.36;70001;Sincelejo;Sucre
37874PC45A;A;PC45;VE1402;70.49;18.92;50001;Villavicencio;Meta
10036PI74B;B;PI74;VE5595;3.01;67.48;25001;Agua de dios;Cundinamarca
93201PN54B;B;PN54;VE7211;181.0;8.94;66001;Pereira;Risaralda
41819PN23A;A;PN23;VE3877;103.09;25.73;70001;Sincelejo;Sucre
26914PT38A;A;PT38;VE9912;90.61;14.22;52411;Linares;Nariño
36763PJ92A;A;PJ92;VE4446;92.39;29.31;27001;Quibdo;Choco
18109PJ47E;E;PJ47;VE7885;75.82;31.1;52323;Gualmatan;Nariño
34231PB36A;A;PB36;VE2285;307.19;28.85;52207;Consaca;Nariño
87268PT73A;A;PT73;VE8486;337.66;4.64;52210;Contadero;Nariño
59054PP95A;A;PP95;VE1340;114.07;6.4;52381;La florida;Nariño
15189PJ38A;A;PJ38;VE2992;31.74;34.41;81001;Arauca;Arauca
10049PI63D;D;PI63;VE5389;7.54;22.4;52001;Pasto;Nariño
60054PQ42A;A;PQ42;VE1307;45.84;6.91;50686;San juanito;Meta
111702PJ16A;A;PJ16;VE1402;45.7;41.27;52427;Magui;Nariño
27969PN11A;A;PN11;VE7885;146.65;51.84;54003;Abrego;Norte de santander
6223PJ69A;A;PJ69;VE6422;36.36;50.36;23001;Monteria;Cordoba
110250PD65A;A;PD65;VE1204;25.97;4.2;52411;Linares;Nariño
41252PI38A;A;PI38;VE4937;257.29;30.17;52203;Colon;Nariño
6529PC86A;A;PC86;VE2305;215.02;1.36;54001;Cucuta;Norte de santander
102083PG98A;A;PG98;VE1266;90.62;8.43;23001;Monteria;Cordoba
13754PC87A;A;PC87;VE5929;1.23;28.08;5001;Medellin;Antioquia
21258PB36A;A;PB36;VE3607;96.76;11.56;17001;Manizales;Caldas
103886PR10A;A;PR10;VE6777;229.62;7.07;52323;Gualmatan;Nariño
14247PP24A;A;PP24;VE3797;79.5;7.47;13001;Cartagena;Bolivar
102524PB83A;A;PB83;VE9864;316.87;29.12;50006;Acacias;Meta
430PR10A;A;PR10;VE2738;267.99;53.23;76001;Cali;Valle del cauca
4231PC22A;A;PC22;VE5229;111.08;28.29;11001;Bogota d.c.;Bogota d.c.
13834PK13A;A;PK13;VE4365;76.54;3.5;8001;Barranquilla;Atlantico
102469PI90A;A;PI90;VE3210;73.14;9.97;52203;Colon;Nariño
96112PO93A;A;PO93;VE8325;31.35;2.23;52565;Providencia;Nariño
23506PL21A;A;PL21;VE3791;235.97;13.28;52411;Linares;Nariño
83302PM46A;A;PM46;VE9555;27.69;98.85;52435;Mallama;Nariño
110213PQ81A;A;PQ81;VE9623;86.62;2.38;52001;Pasto;Nariño
8830PI52A;A;PI52;VE8511;315.15;24.71;52411;Linares;Nariño
70358PC22A;A;PC22;VE1309;76.54;33.79;52540;Policarpa;Nariño
96834PQ47B;B;PQ47;VE1033;66.64;16.38;52323;Gualmatan;Nariño
108401PE85A;A;PE85;VE9186;50.94;13.94;76001;Cali;Valle del cauca
30531PS79A;A;PS79;VE5979;38.08;2.7;81001;Arauca;Arauca
51534PN20A;A;PN20;VE7125;16.92;16.57;50006;Acacias;Meta
108720PM12A;A;PM12;VE5738;73.58;79.46;52210;Contadero;Nariño
53001PF98A;A;PF98;VE1309;10.39;4.4;52051;Arboleda;Nariño
97027PP51A;A;PP51;VE8692;42.84;3.4;23001;Monteria;Cordoba
106767PE32B;B;PE32;VE3276;101.2;17.66;50686;San juanito;Meta
110470PO67A;A;PO67;VE8975;19.87;2.49;52565;Providencia;Nariño
77145PE65A;A;PE65;VE2738;5.61;0.12;50001;Villavicencio;Meta
100718PK41A;A;PK41;VE3482;191.63;4.1;44001;Riohacha;La guajira
16038PN39A;A;PN39;VE2980;108.45;6.03;11001;Bogota d.c.;Bogota d.c.
16333PS66D;D;PS66;VE9713;54.12;9.04;97001;Mitu;Vaupes
15502PF35B;B;PF35;VE7281;99.61;29.4;8001;Barranquilla;Atlantico
15003PA71A;A;PA71;VE4124;313.97;5.21;54003;Abrego;Norte de santander
72275PO23A;A;PO23;VE5595;148.92;7.09;70001;Sincelejo;Sucre
4163PN12A;A;PN12;VE4436;160.3;50.56;18001;Florencia;Caqueta
32475PS76B;B;PS76;VE5109;175.32;28.33;50683;San juan de arama;Meta
44716PR96A;A;PR96;VE6060;23.81;13.99;20001;Valledupar;Cesar
90406PA85A;A;PA85;VE9186;52.46;13.42;8001;Barranquilla;Atlantico
61885PQ34B;B;PQ34;VE2501;105.59;46.0;76001;Cali;Valle del cauca
111363PQ94A;A;PQ94;VE6541;107.38;8.06;97001;Mitu;Vaupes
23325PH70A;A;PH70;VE6542;67.73;64.81;20001;Valledupar;Cesar
44944PM71A;A;PM71;VE8975;293.27;20.23;50001;Villavicencio;Meta
13807PQ14A;A;PQ14;VE1206;137.02;3.16;85001;Yopal;Casanare
11734PL84A;A;PL84;VE4179;302.56;38.19;52323;Gualmatan;Nariño
63066PA30A;A;PA30;VE6541;83.12;17.22;27001;Quibdo;Choco
43877PR28A;A;PR28;VE3482;55.12;42.99;52001;Pasto;Nariño
9076PC24A;A;PC24;VE1211;14.35;10.87;50001;Villavicencio;Meta
103006PA22A;A;PA22;VE2305;22.0;23.59;54003;Abrego;Norte de santander
72037PB55B;B;PB55;VE5979;46.27;0.33;11001;Bogota d.c.;Bogota d.c.
95164PF93A;A;PF93;VE5149;65.9;4.94;70001;Sincelejo;Sucre
84564PJ53A;A;PJ53;VE2233;19.13;54.42;52405;Leiva;Nariño
58443PM54A;A;PM54;VE1266;133.48;10.5;23001;Monteria;Cordoba
101294PG31A;A;PG31;VE8917;200.36;21.54;52210;Contadero;Nariño
85745PE46A;A;PE46;VE5192;55.45;13.34;52323;Gualmatan;Nariño
50059PG46A;A;PG46;VE7960;32.87;42.96;52203;Colon;Nariño
57922PD90A;A;PD90;VE1402;195.12;0.15;19001;Popayan;Cauca
20871PB33A;A;PB33;VE1307;129.86;17.39;54003;Abrego;Norte de santander
57906PQ92A;A;PQ92;VE9769;10.27;17.9;52207;Consaca;Nariño
97542PL33A;A;PL33;VE2129;171.22;38.99;52051;Arboleda;Nariño
43667PF72A;A;PF72;VE5473;138.72;23.63;5001;Medellin;Antioquia
80189PC58A;A;PC58;VE3979;310.29;11.22;11001;Bogota d.c.;Bogota d.c.
16641PR44A;A;PR44;VE8692;108.1;4.85;52210;Contadero;Nariño
111783PL74A;A;PL74;VE8486;54.26;36.7;52356;Ipiales;Nariño
61231PH56A;A;PH56;VE5999;88.31;1.67;52473;Mosquera;Nariño
108576PG55A;A;PG55;VE9864;52.68;121.86;20001;Valledupar;Cesar
105995PQ21A;A;PQ21;VE9623;124.5;41.91;52323;Gualmatan;Nariño
55114PM19A;A;PM19;VE8895;485.93;0.97;52480;Nariño;Nariño
107784PN72A;A;PN72;VE1988;541.45;3.59;50001;Villavicencio;Meta
48000PF94A;A;PF94;VE7885;188.06;5.22;52203;Colon;Nariño
92918PK75A;A;PK75;VE5926;49.21;7.16;50683;San juan de arama;Meta
81536PO49A;A;PO49;VE3743;124.55;3.07;66001;Pereira;Risaralda
105733PF97A;A;PF97;VE9434;43.47;19.12;52051;Arboleda;Nariño
103049PJ37A;A;PJ37;VE2233;74.83;7.02;52427;Magui;Nariño
94046PO43A;A;PO43;VE9449;41.62;8.48;52051;Arboleda;Nariño
72779PK63A;A;PK63;VE3199;279.84;6.22;23001;Monteria;Cordoba
35752PL61A;A;PL61;VE5993;1.07;19.54;52378;La cruz;Nariño
33760PM48A;A;PM48;VE9530;231.7;7.64;52427;Magui;Nariño
32793PO63B;B;PO63;VE1504;68.58;4.92;52051;Arboleda;Nariño
100562PB88A;A;PB88;VE5588;353.1;15.65;13006;Achi;Bolivar
73960PR38A;A;PR38;VE7147;53.03;19.26;52399;La union;Nariño
13965PN87A;A;PN87;VE6107;254.79;31.75;52323;Gualmatan;Nariño
35581PB33A;A;PB33;VE2980;92.3;16.75;52381;La florida;Nariño
18865PT98A;A;PT98;VE2233;27.42;25.03;5001;Medellin;Antioquia
82484PM29A;A;PM29;VE2715;26.13;11.48;66001;Pereira;Risaralda
5309PC29A;A;PC29;VE2302;28.74;6.49;11001;Bogota d.c.;Bogota d.c.
15417PS64A;A;PS64;VE4580;327.96;12.8;50001;Villavicencio;Meta
72297PA74A;A;PA74;VE9946;10.82;3.38;52435;Mallama;Nariño
32928PP13A;A;PP13;VE7281;16.95;7.58;17001;Manizales;Caldas
63188PJ16A;A;PJ16;VE1309;9.68;26.69;52110;Buesaco;Nariño
51625PS34A;A;PS34;VE4052;247.46;13.54;52427;Magui;Nariño
50342PO24A;A;PO24;VE3791;185.59;22.22;27001;Quibdo;Choco
9352PS83A;A;PS83;VE3955;158.29;13.9;52405;Leiva;Nariño
96360PE55A;A;PE55;VE6294;35.01;26.25;50006;Acacias;Meta
26749PK42A;A;PK42;VE5999;209.12;14.78;50001;Villavicencio;Meta
8886PM98A;A;PM98;VE7495;27.96;31.9;52411;Linares;Nariño
85140PD64A;A;PD64;VE9449;0.25;10.17;54003;Abrego;Norte de santander
79519PN42B;B;PN42;VE2302;17.88;5.78;97001;Mitu;Vaupes
19784PD10A;A;PD10;VE2821;6.47;96.44;52480;Nariño;Nariño
59870PI48A;A;PI48;VE9186;165.16;30.5;17001;Manizales;Caldas
104487PD79A;A;PD79;VE8925;7.78;2.15;19001;Popayan;Cauca
30537PS10A;A;PS10;VE9555;136.84;59.3;52051;Arboleda;Nariño
110187PO99A;A;PO99;VE1033;110.13;30.26;17001;Manizales;Caldas
86327PB53A;A;PB53;VE6668;71.2;7.34;70001;Sincelejo;Sucre
92067PI10A;A;PI10;VE3689;83.37;26.81;50006;Acacias;Meta
44711PR40A;A;PR40;VE5049;268.36;20.16;52411;Linares;Nariño
57431PG37A;A;PG37;VE3199;119.63;4.65;52001;Pasto;Nariño
28713PA96A;A;PA96;VE4333;247.55;21.23;50683;San juan de arama;Meta
219PO22A;A;PO22;VE2738;405.94;24.51;97001;Mitu;Vaupes
27089PB95A;A;PB95;VE6777;120.57;44.68;23001;Monteria;Cordoba
32423PB10A;A;PB10;VE3062;25.43;3.72;50001;Villavicencio;Meta
46155PS25A;A;PS25;VE3979;88.8;8.26;68001;Bucaramanga;Santander
47696PB58B;B;PB58;VE3292;467.64;23.46;52001;Pasto;Nariño
33380PD75A;A;PD75;VE3877;279.7;38.68;52203;Colon;Nariño
30145PJ35A;A;PJ35;VE3210;99.53;30.69;76001;Cali;Valle del cauca
65847PK56A;A;PK56;VE8467;391.29;1.94;50686;San juanito;Meta
103707PO82A;A;PO82;VE2285;0.24;43.62;52480;Nariño;Nariño
25023PG18A;A;PG18;VE1266;146.97;28.32;52411;Linares;Nariño
15618PS85A;A;PS85;VE2068;294.22;21.95;52435;Mallama;Nariño
97177PN14A;A;PN14;VE3087;219.28;55.35;68001;Bucaramanga;Santander
67518PC32A;A;PC32;VE8325;5.56;8.51;52399;La union;Nariño
85827PS46B;B;PS46;VE5999;11.31;0.72;85001;Yopal;Casanare
77703PB16A;A;PB16;VE2715;296.81;44.64;76001;Cali;Valle del cauca
39441PB11A;A;PB11;VE6571;21.68;4.61;52385;La llanada;Nariño
72648PB46A;A;PB46;VE8634;135.03;29.57;50001;Villavicencio;Meta
78167PL60A;A;PL60;VE2821;51.45;10.9;50001;Villavicencio;Meta
72791PQ92A;A;PQ92;VE6108;57.26;22.05;17001;Manizales;Caldas
92783PO92B;B;PO92;VE4446;108.51;10.97;66001;Pereira;Risaralda
70008PL76A;A;PL76;VE2114;0.44;1.35;95001;San jose del guaviare;Guaviare
20739PO92A;A;PO92;VE2561;72.7;2.03;17001;Manizales;Caldas
24481PF36A;A;PF36;VE8917;234.96;9.09;54003;Abrego;Norte de santander
33867PS65A;A;PS65;VE4481;85.82;8.13;41006;Acevedo;Huila
86868PS51A;A;PS51;VE3880;32.49;2.48;52203;Colon;Nariño
17509PD52B;B;PD52;VE6646;208.9;6.87;81001;Arauca;Arauca
75469PN92A;A;PN92;VE4813;89.33;48.09;52083;Belen;Nariño
73974PT16A;A;PT16;VE9555;71.25;89.7;17001;Manizales;Caldas
92986PL14A;A;PL14;VE6856;0.17;16.69;50683;San juan de arama;Meta
40121PH23A;A;PH23;VE6781;51.53;48.34;17001;Manizales;Caldas
102692PI92E;E;PI92;VE6668;30.43;1.21;5004;Abriaqui;Antioquia
23043PC26A;A;PC26;VE3858;0.66;43.94;52427;Magui;Nariño
97209PG31A;A;PG31;VE4454;55.55;7.28;85001;Yopal;Casanare
16276PP46E;E;PP46;VE9912;20.77;12.21;52411;Linares;Nariño
39207PC47A;A;PC47;VE6180;111.71;8.62;52411;Linares;Nariño
45233PN94A;A;PN94;VE3607;80.47;3.4;52473;Mosquera;Nariño
27527PM44A;A;PM44;VE4481;101.01;40.25;50006;Acacias;Meta
38335PM36A;A;PM36;VE5149;5.18;3.99;76001;Cali;Valle del cauca
5849PK47B;B;PK47;VE7406;26.57;9.11;50686;San juanito;Meta
9505PC52A;A;PC52;VE4813;7.6;14.85;52565;Providencia;Nariño
16933PI87A;A;PI87;VE8895;24.62;29.02;52203;Colon;Nariño
2799PL80A;A;PL80;VE7495;292.69;7.01;66001;Pereira;Risaralda
38871PE83A;A;PE83;VE5049;10.62;18.26;95001;San jose del guaviare;Guaviare
86480PI31A;A;PI31;VE7671;14.35;4.31;52435;Mallama;Nariño
106909PN24A;A;PN24;VE1402;23.0;2.64;50683;San juan de arama;Meta
8205PR42A;A;PR42;VE7495;93.99;6.15;73001;Ibague;Tolima
45841PF43A;A;PF43;VE3276;347.2;3.11;52411;Linares;Nariño
10248PF91A;A;PF91;VE2302;127.76;1.93;52480;Nariño;Nariño
1229PL99A;A;PL99;VE6777;126.99;3.82;52565;Providencia;Nariño
59329PF75A;A;PF75;VE3482;44.34;16.51;52051;Arboleda;Nariño
5397PM57A;A;PM57;VE4277;85.28;12.31;52385;La llanada;Nariño
32750PP70A;A;PP70;VE5422;227.01;10.92;23001;Monteria;Cordoba
82838PC60A;A;PC60;VE4489;31.2;23.83;8001;Barranquilla;Atlantico
7665PK98A;A;PK98;VE2501;28.46;11.81;52405;Leiva;Nariño
110475PR76A;A;PR76;VE3927;206.19;15.81;52323;Gualmatan;Nariño
60483PJ12A;A;PJ12;VE7925;40.29;23.68;50001;Villavicencio;Meta
13023PI42A;A;PI42;VE7882;27.25;7.34;17001;Manizales;Caldas
18867PK85A;A;PK85;VE7623;34.5;12.02;17001;Manizales;Caldas
98614PJ51A;A;PJ51;VE2926;16.11;12.62;50001;Villavicencio;Meta
83093PF28B;B;PF28;VE7147;119.34;22.27;50001;Villavicencio;Meta
82268PJ25A;A;PJ25;VE4436;255.81;1.84;81001;Arauca;Arauca
15102PG75A;A;PG75;VE3880;193.33;0.58;54003;Abrego;Norte de santander
15321PJ57A;A;PJ57;VE4124;165.26;4.14;52001;Pasto;Nariño
15222PM67A;A;PM67;VE2302;3.02;6.97;85001;Yopal;Casanare
101130PT85A;A;PT85;VE4052;32.75;20.87;66001;Pereira;Risaralda
23700PH30A;A;PH30;VE5090;91.93;0.13;66001;Pereira;Risaralda
94040PF40A;A;PF40;VE8575;57.07;144.84;50006;Acacias;Meta
43084PO11A;A;PO11;VE6289;145.47;65.22;50006;Acacias;Meta
34370PI92A;A;PI92;VE5926;472.96;40.41;81001;Arauca;Arauca
25579PK59A;A;PK59;VE3482;365.17;14.48;50001;Villavicencio;Meta
422PQ81A;A;PQ81;VE4179;179.53;28.75;52110;Buesaco;Nariño
18381PI15B;B;PI15;VE6106;66.69;33.28;18001;Florencia;Caqueta
29119PF81A;A;PF81;VE2114;319.4;23.38;94001;Inirida;Guainia
77671PI63A;A;PI63;VE6422;3.75;14.95;95001;San jose del guaviare;Guaviare
89306PP95C;C;PP95;VE2305;79.11;42.71;85001;Yopal;Casanare
10019PN71A;A;PN71;VE1033;34.29;3.77;52435;Mallama;Nariño
79887PE30A;A;PE30;VE6781;259.42;35.2;52207;Consaca;Nariño
65258PK21A;A;PK21;VE2941;79.77;27.78;13006;Achi;Bolivar
84714PG21A;A;PG21;VE8568;234.09;16.43;52210;Contadero;Nariño
35038PF31A;A;PF31;VE3482;229.67;1.72;52079;Barbacoas;Nariño
78206PA79A;A;PA79;VE5993;132.4;1.38;66001;Pereira;Risaralda
16768PC83A;A;PC83;VE9186;134.39;8.92;50683;San juan de arama;Meta
30974PG89A;A;PG89;VE8338;382.75;36.19;52323;Gualmatan;Nariño
39110PT58A;A;PT58;VE7348;289.95;46.11;27006;Acandi;Choco
51898PC91A;A;PC91;VE8325;239.2;6.88;54003;Abrego;Norte de santander
86159PI93A;A;PI93;VE4489;120.25;12.92;50686;San juanito;Meta
61118PK27A;A;PK27;VE7406;82.13;73.52;52203;Colon;Nariño
68300PN53A;A;PN53;VE3791;178.49;21.3;52378;La cruz;Nariño
2077PH21A;A;PH21;VE2887;504.76;0.93;25001;Agua de dios;Cundinamarca
41996PS34A;A;PS34;VE8486;261.18;10.33;8001;Barranquilla;Atlantico
20634PI57A;A;PI57;VE2305;72.74;21.43;52323;Gualmatan;Nariño
67019PC75A;A;PC75;VE6106;25.32;31.02;5001;Medellin;Antioquia
49944PA15A;A;PA15;VE4446;320.15;77.65;52323;Gualmatan;Nariño
42785PN20A;A;PN20;VE3689;55.29;0.41;50006;Acacias;Meta
25274PN66A;A;PN66;VE9449;185.09;0.72;50006;Acacias;Meta
82321PA92A;A;PA92;VE5999;346.72;37.27;52001;Pasto;Nariño
62205PH84A;A;PH84;VE6777;73.82;20.9;52435;Mallama;Nariño
64529PQ59A;A;PQ59;VE8511;53.52;23.43;52323;Gualmatan;Nariño
81960PG61A;A;PG61;VE1175;138.93;5.99;52411;Linares;Nariño
75117PR56A;A;PR56;VE6781;217.34;8.69;52473;Mosquera;Nariño
13018PM76A;A;PM76;VE2887;49.9;1.35;81001;Arauca;Arauca
108537PT52A;A;PT52;VE7147;25.25;1.24;52381;La florida;Nariño
105479PF66A;A;PF66;VE6971;82.29;12.09;52560;Potosi;Nariño
97028PQ86A;A;PQ86;VE4277;26.93;83.18;52203;Colon;Nariño
101276PD58A;A;PD58;VE1033;142.59;22.64;52411;Linares;Nariño
77807PA56A;A;PA56;VE2738;30.71;77.29;52210;Contadero;Nariño
70163PR63A;A;PR63;VE9186;3.67;25.86;20001;Valledupar;Cesar
