orden_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto;volumen_cm3_producto
40397PA92A-A;PA92;VE6785;26/09/2017 9:47;46.08;15.76;52411;Linares;Nariño++;Electrodomésticos;17;4;1;1176;42;16;8;5376
49518PA38A-A;PA38;VE5149;30/09/2017 19:22;110.4;3.01;5002;Abejorral;Antioquia;Electrodomésticos;6;14;29;109;21;33;4;2772
5755PK97A-A;PK97;VE3582;20/03/2018 21:14;59.87;2.96;52480;Nariño;Nariño;Deportes;11;21;37;427;31;14;27;11718
73757PS72A-A;PS72;VE2887;6/12/2017 11:00;248.0;0.38;5002;Abejorral;Antioquia;Carnicería;21;12;13;355;22;8;12;2112
60101PR88A-A;PR88;VE7503;19/11/2017 3:08;267.28;4.3;52427;Magui;Nariño;Frutas y verduras;5;9;15;3598;49;36;40;70560
53918PD37A-A;PD37;VE5929;21/06/2018 0:47;2.37;11.22;52390;La tola;Nariño;Celulares;7;9;29;1891;27;41;17;18819
90685PB56A-A;PB56;VE3858;9/11/2017 2:38;100.66;12.86;5001;Medellin;Antioquia;Ropa de adultos;8;38;23;820;36;16;31;17856
17886PK26A-A;PK26;VE2305;19/02/2018 18:10;69.34;4.39;52323;Gualmatan;Nariño;Deportes;2;27;29;45;17;17;31;8959
2874PR20A-A;PR20;VE6060;8/05/2018 1:34;47.48;22.96;52405;Leiva;Nariño;Frutas_y_verduras;17;2;0;396;6;30;18;3240
35590PB72A-A;PB72;VE6495;10/05/2018 5:25;50.55;7.67;52399;La union;Nariño;Ropa de adultos;16;1;8;601;24;7;34;5712
3612PA38A-A;PA38;VE7888;12/03/2018 19:12;233.98;20.43;52323;Gualmatan;Nariño;Electrodomésticos;28;14;12;864;34;12;32;13056
10609PK20A-A;PK20;VE6406;21/03/2018 3:36;7.74;20.63;52203;Colon;Nariño;Deportes;25;37;6;5588;60;21;32;40320
110475PR76A-A;PR76;VE3927;30/11/2017 4:16;206.19;15.81;52323;Gualmatan;Nariño;Frutas y verduras;35;1;30;2318;57;29;25;0
5267PD55A-A;PD55;VE3420;21/11/1901 6:52;2.34;10.34;52203;Colon;Nariño;Celulares;24;11;16;176;26;7;31;5642
73760PK85A-A;PK85;VE2302;4/02/2018 12:48;83.43;16.55;52565;Providencia;Nariño;Deportes;11;29;15;6176;18;23;10;4140
64174PD47A-A;PD47;VE5681;6/04/2018 6:50;121.69;0.51;5002;Abejorral;Antioquia;Celulares;23;35;13;1567;29;3;14;1218
44972PB19A-A;PB19;VE2302;17/09/2017 16:08;18.37;21.51;52565;Providencia;Nariño;Ropa de adultos;10;12;34;5202;22;17;13;4862
21104PK71A-A;PK71;VE7503;21/08/2017 12:14;151.87;5.78;52323;Gualmatan;Nariño;Deportes;27;15;5;294;31;7;4;868
82092PK67B-B;PK67;VE3797;6/08/2017 13:38;35.21;38.97;52540;Policarpa;Nariño;Deportes;13;38;23;494;7;21;44;6468
103787PK20A-A;PK20;VE9713;9/12/2017 19:42;19.56;19.34;52378;La cruz;Nariño;Deportes;5;19;32;4615;58;18;31;32364
5875PB68A-A;PB68;VE6060;5/04/2018 9:34;7.38;9.22;52378;La cruz;Nariño;Ropa de adultos;14;24;25;378;47;17;16;12784
76248PS14A-A;PS14;VE3927;29/12/2017 3:39;225.57;13.47;52323;Gualmatan;Nariño;Carnicería;21;29;16;3015;3;6;62;1116
67673PS13A-A;PS13;VE8455;24/12/2017 4:03;16.65;8.09;52203;Colon;Nariño;Carnicería;6;18;6;1741;37;16;28;16576
4481PS94A-A;PS94;VE5090;3/01/2018 13:33;123.88;0.03;52399;La union;Nariño;Carnicería;1;8;12;1264;7;1;21;147
72965PS14A-A;PS14;VE9946;28/08/2017 4:40;82.83;4.58;52411;Linares;Nariño;Carnicería;10;34;21;1503;51;21;32;34272
102904PK30A-A;PK30;VE4365;3/10/2017 14:50;58.23;30.5;52506;Ospina;Nariño;Deportes;25;24;12;260;39;18;48;33696
16454PB23A-A;PB23;VE1504;26/02/2018 3:14;59.6;21.25;52110;Buesaco;Nariño;Ropa de adultos;0;22;0;2205;42;15;26;16380
24631PB62A-A;PB62;VE2233;13/05/2018 10:41;-24.48;19.83;52418;Los andes;Nariño;Ropa de adultos;12;2;17;987;23;39;23;20631
19300PS74A-A;PS74;VE2715;25/08/2017 15:12;42.45;32.5;52323;Gualmatan;Nariño;Carnicería;29;37;23;85;24;29;37;25752
33531PR80A-A;PR80;VE3858;15/07/2017 4:21;50.71;54.33;52411;Linares;Nariño;Frutas y verduras;32;34;8;666;27;13;44;15444
33578PR16A-A;PR16;VE1125;18/08/2017 13:45;428.94;43.2;5001;Medellin;Antioquia;Frutas y verduras;34;32;18;2213;10;19;24;4560
111356PD18A-A;PD18;VE3582;25/06/2018 7:37;177.81;8.25;52427;Magui;Nariño;Celulares;27;26;15;835;10;17;3;510
90104PK95A-A;PK95;VE6180;27/05/2018 1:54;180.5;12.74;52051;Arboleda;Nariño;Deportes;24;11;7;440;34;24;19;15504
82269PK73C-C;PK73;VE8455;20/10/2017 3:24;8.75;4.57;52385;La llanada;Nariño;Deportes;40;28;40;734;34;12;27;11016
56306PR20A-A;PR20;VE9713;24/01/2018 4:09;173.37;12.19;5001;Medellin;Antioquia;Frutas_y_verduras;26;17;37;40;13;32;49;20384
76275PD43A-A;PD43;VE3880;27/11/2017 15:09;150.63;24.52;52001;Pasto;Nariño;Celulares;12;9;17;4842;33;29;40;38280
105332PR10A-A;PR10;VE3062;12/03/2018 11:19;25.73;18.15;52210;Contadero;Nariño;Frutas y verduras;10;11;38;2459;49;32;19;29792
22304PA75A-A;PA75;VE9530;19/12/2017 3:20;330.7;12.22;52051;Arboleda;Nariño;Electrodomésticos;18;7;14;881;22;28;13;8008
48518PB83A-A;PB83;VE7281;11/08/2017 17:24;39.28;58.39;52207;Consaca;Nariño;Ropa de adultos;40;35;34;395;16;9;17;2448
17045PK92A-A;PK92;VE1204;21/04/2018 3:52;19.65;13.01;52323;Gualmatan;Nariño;Deportes;39;22;29;719;38;19;21;15162
37752PB61B-B;PB61;VE4813;4/11/2017 9:14;17.03;25.95;52480;Nariño;Nariño++;Ropa de adultos;35;9;19;900;9;57;43;22059
6712PD21A-A;PD21;VE2926;13/06/2018 20:11;86.12;72.12;52323;Gualmatan;Nariño;Celulares;10;39;37;756;33;36;31;36828
58754PK61A-A;PK61;VE9170;18/10/2017 15:07;1.13;74.11;52001;Pasto;Nariño;Deportes;8;8;25;72;23;18;39;16146
103221PB92A-A;PB92;VE2821;21/07/2017 7:14;118.95;4.16;52323;Gualmatan;Nariño;Ropa de adultos;10;28;9;3077;37;11;32;13024
8330PB37A-A;PB37;VE3791;14/03/2257 9:27;95.82;3.43;52210;Contadero;Nariño++;Ropa de adultos;37;3;2;1378;11;33;35;12705
82051PD60A-A;PD60;VE8455;15/08/1901 7:15;89.23;15.02;52405;Leiva;Nariño;Celulares;7;29;1;709;6;36;35;7560
17171PK13A-A;PK13;VE7016;1/05/2018 10:54;137.41;16.32;52001;Pasto;Nariño;Deportes;33;32;0;919;73;1;10;730
822PR85A-A;PR85;VE5588;20/02/2018 15:59;84.88;6.84;52490;Olaya herrera;Nariño++;Frutas y verduras;32;23;8;480;36;1;34;1224
71830PD32B-B;PD32;VE1290;21/01/2018 10:07;-61.1;8.15;52079;Barbacoas;Nariño;Celulares;34;27;32;797;11;23;42;10626
90092PK80A-A;PK80;VE3549;27/08/2017 9:00;28.85;5.55;52381;La florida;Nariño;Deportes;16;10;2;990;15;38;21;11970
109665PA67A-A;PA67;VE9555;18/08/2017 12:34;-149.31;17.84;52203;Colon;Nariño;Electrodomésticos;32;32;10;502;15;19;27;7695
109626PR24B-B;PR24;VE1637;22/07/2017 13:22;10.91;41.47;52565;Providencia;Nariño;Frutas y verduras;10;39;18;1062;9;9;26;2106
34340PS69A-A;PS69;VE5979;17/09/2017 18:28;1.48;4.82;52051;Arboleda;Nariño;Carnicería;30;18;40;1422;22;6;12;1584
40535PK35D-D;PK35;VE2305;26/05/2018 21:13;1.57;12.2;52418;Los andes;Nariño;Deportes;32;21;13;11791;23;27;25;15525
56834PK84A-A;PK84;VE1019;9/02/2018 1:34;15.55;35.65;52210;Contadero;Nariño;Deportes;12;18;3;3336;15;2;38;1140
64879PR64A-A;PR64;VE5595;14/09/2017 6:03;129.0;18.87;52240;Chachagui;Nariño;Frutas y verduras;29;28;40;602;45;21;14;13230
94897PB44A-A;PB44;VE2821;21/08/2017 3:38;24.3;73.79;52560;Potosi;Nariño;Ropa de adultos;38;33;34;1263;4;17;21;1428
79645PA32A-A;PA32;VE3979;16/06/2018 0:45;57.69;18.54;52405;Leiva;Nariño;Electrodomésticos;30;30;24;310;44;37;23;37444
103427PR84A-A;PR84;VE5595;5/12/2017 9:44;734.49;;52427;Magui;Nariño;nan;3;6;15;142;61;11;37;24827
39935PD57A-A;PD57;VE5192;20/01/2018 12:38;69.39;24.27;52411;Linares;Nariño++;Celulares;7;2;24;2775;27;24;16;10368
36255PK50A-A;PK50;VE1340;19/07/2017 19:03;135.43;4.83;52399;La union;Nariño;Deportes;30;22;39;225;22;2;38;1672
92725PD27B-B;PD27;VE4242;31/12/2017 6:05;-214.36;4.33;52323;Gualmatan;Nariño;Celulares;13;20;26;4553;56;13;28;20384
9197PD65A-A;PD65;VE3768;1/03/2018 16:41;145.83;49.82;52565;Providencia;Nariño;Celulares;31;25;3;3955;12;6;27;1944
80811PB22A-A;PB22;VE9434;3/05/2018 4:42;69.25;14.34;52473;Mosquera;Nariño;Ropa de adultos;39;27;36;430;21;32;22;14784
98835PA39B-B;PA39;VE8699;8/01/2018 13:35;-25.7;98.16;52565;Providencia;Nariño;Electrodomésticos;0;4;23;2734;14;16;22;4928
36166PK65B-B;PK65;VE3840;14/04/2018 17:58;87.52;20.82;5002;Abejorral;Antioquia;Deportes;33;16;27;2401;41;0;12;0
109867PA28A-A;PA28;VE8782;7/04/2018 15:22;16.38;21.28;52323;Gualmatan;Nariño;Electrodomésticos;33;2;5;175;25;8;31;6200
2586PD68A-A;PD68;VE1504;9/11/2017 18:07;8.05;29.4;5002;Abejorral;Antioquia;Celulares;32;30;22;376;26;8;19;3952
16187PB75A-A;PB75;VE4489;13/10/1901 1:07;141.69;93.91;52381;La florida;Nariño;Ropa de adultos;16;20;32;1271;26;22;10;5720
50346PB58A-A;PB58;VE8634;6/06/2018 0:43;228.68;14.07;52356;Ipiales;Nariño;Ropa de adultos;23;25;17;248;30;7;12;2520
38098PD99A-A;PD99;VE8722;29/01/2018 22:16;39.23;4.39;52473;Mosquera;Nariño;Celulares;9;3;8;606;30;3;32;2880
15461PS61A-A;PS61;VE1019;1/03/2018 2:40;148.36;91.06;52473;Mosquera;Nariño;Carnicería;11;9;30;228;9;8;33;2376
14167PS81A-A;PS81;VE7866;22/08/2017 7:39;77.34;0.02;52565;Providencia;Nariño;Carnicería;1;16;9;927;7;3;29;609
79060PR76A-A;PR76;VE4813;5/01/2018 2:04;133.12;3.48;52378;La cruz;Nariño;Frutas y verduras;25;13;9;2116;23;11;3;759
88080PB95A-A;PB95;VE4242;10/03/2018 4:29;223.57;10.18;52411;Linares;Nariño;Ropa de adultos;34;23;31;1285;31;3;16;1488
6799PK77B-B;PK77;VE2305;23/04/2018 16:43;55.65;20.02;5001;Medellin;Antioquia++;Deportes;34;18;30;1012;34;13;31;0
71688PR92A-A;PR92;VE3292;13/09/2017 19:39;106.19;59.16;52356;Ipiales;Nariño;Frutas y verduras;7;31;18;2892;32;4;11;1408
26034PA98A-A;PA98;VE4277;13/12/2017 21:37;2.77;23.07;52427;Magui;Nariño;Electrodomésticos;19;39;20;1865;27;14;25;9450
65595PK10B-B;PK10;VE5588;7/09/2017 10:54;195.77;16.44;52323;Gualmatan;Nariño;Deportes;16;38;28;1766;36;17;25;15300
53186PB52A-A;PB52;VE4502;17/07/2017 0:07;214.66;5.76;52323;Gualmatan;Nariño;Ropa de adultos;15;12;28;4216;20;13;18;4680
15350PR28A-A;PR28;VE9186;27/05/2018 3:33;122.06;1.27;52473;Mosquera;Nariño;Frutas y verduras;6;4;36;1528;44;36;13;20592
16357PA78A-A;PA78;VE2305;5/01/2018 18:05;69.6;8.82;5002;Abejorral;Antioquia++;Electrodomésticos;19;20;33;4046;20;18;24;8640
64871PR78A-A;PR78;VE3797;12/08/2017 20:21;162.58;;52203;Colon;Nariño;;1;2;10;231;18;13;23;5382
64445PA28A-A;PA28;VE8455;13/02/2018 5:07;71.11;3.11;52378;La cruz;Nariño;Electrodomésticos;29;27;30;268;42;3;35;4410
78646PS15A-A;PS15;VE9623;18/04/2018 21:12;179.82;2.73;52480;Nariño;Nariño;Carnicería;21;29;2;1575;52;18;26;24336
6919PK89A-A;PK89;VE8511;2/03/2018 23:38;24.57;9.71;52323;Gualmatan;Nariño;Deportes;40;3;1;682;17;27;31;14229
35786PK73A-A;PK73;VE3199;20/02/2018 4:55;-129.18;24.41;52520;Francisco pizarro;Nariño;Deportes;3;39;0;1589;5;27;44;5940
1468PA24A-A;PA24;VE3806;4/01/2018 17:58;19.29;0.83;52565;Providencia;Nariño;Electrodomésticos;9;23;27;2889;35;28;8;7840
41276PK41A-A;PK41;VE2456;25/10/2017 18:58;48.93;;52378;La cruz;Nariño;;40;24;2;2507;38;27;23;23598
77664PK82A-A;PK82;VE2887;9/09/2017 0:31;94.38;18.0;52079;Barbacoas;Nariño;Deportes;20;34;29;3349;2;1;29;58
92539PA88C-C;PA88;VE3607;23/06/2018 1:30;67.47;5.81;52210;Contadero;Nariño;Electrodomésticos;35;5;2;1004;47;11;21;10857
105904PR45A-A;PR45;VE8975;17/03/2018 4:49;106.76;5.27;52385;La llanada;Nariño;Frutas y verduras;20;19;36;1285;2;20;25;1000
43654PB33A-A;PB33;VE1204;21/03/2018 23:44;160.93;7.75;52480;Nariño;Nariño;Ropa de adultos;25;14;29;1444;16;8;4;512
81210PD26A-A;PD26;VE3215;31/12/2017 7:47;146.79;13.73;52385;La llanada;Nariño++;Celulares;13;4;6;4140;39;28;21;22932
101527PD16A-A;PD16;VE2941;21/10/2017 23:20;150.5;19.87;52411;Linares;Nariño;Celulares;18;3;0;150;25;10;10;2500
59660PB58A-A;PB58;VE1558;24/09/2017 10:17;15.17;21.76;52323;Gualmatan;Nariño;Ropa de adultos;3;40;25;1944;27;4;22;0
73960PR38A-A;PR38;VE7147;24/04/2257 7:53;53.03;;52399;La union;Nariño;;28;40;5;1378;32;16;48;24576
107643PK58A-A;PK58;VE6032;17/11/2017 17:09;166.35;31.78;52405;Leiva;Nariño;Deportes;31;15;1;1082;56;17;39;37128
2244PR34C-C;PR34;VE2056;19/03/2018 6:02;60.06;7.29;52203;Colon;Nariño;Frutas y verduras;10;29;18;416;25;43;24;25800
78554PB94A-A;PB94;VE3062;18/10/2017 22:51;66.1;48.81;52323;Gualmatan;Nariño;Ropa de adultos;23;15;24;2158;4;12;20;960
59098PR35A-A;PR35;VE3939;3/05/2018 11:57;33.61;10.47;52480;Nariño;Nariño;Frutas y verduras;11;2;15;399;20;14;30;8400
58398PK12A-A;PK12;VE5445;27/10/2017 22:10;40.51;18.96;52560;Potosi;Nariño;Deportes;8;26;23;2208;10;8;22;1760
35518PR69B-B;PR69;VE8338;27/11/2017 19:44;315.17;32.78;52399;La union;Nariño;Frutas y verduras;37;20;0;1547;5;9;23;1035
27313PK53A-A;PK53;VE5979;19/02/2018 4:27;50.26;2.01;52565;Providencia;Nariño;Deportes;33;39;30;1131;46;26;16;19136
80144PB48A-A;PB48;VE5783;16/12/2017 15:13;345.48;13.86;5002;Abejorral;Antioquia;Ropa de adultos;33;32;1;1896;9;13;20;2340
28738PB50A-A;PB50;VE1206;23/02/2018 1:55;171.81;23.18;52399;La union;Nariño;Ropa de adultos;17;37;3;91;11;27;11;3267
2561PS21A-A;PS21;VE8903;22/02/2018 8:13;128.11;12.06;52418;Los andes;Nariño;Carnicería;3;4;30;1966;42;20;23;19320
42609PB15B-B;PB15;VE2740;3/04/2018 21:24;55.15;13.89;52473;Mosquera;Nariño;Ropa de adultos;28;3;8;2796;50;22;38;41800
66945PB70A-A;PB70;VE2456;20/12/2017 12:30;121.99;35.5;52323;Gualmatan;Nariño;Ropa de adultos;37;4;2;255;34;13;36;15912
76300PR19A-A;PR19;VE9170;25/12/2017 21:47;50.75;10.03;52399;La union;Nariño;Frutas y verduras;14;19;27;1285;37;32;32;37888
102676PS17A-A;PS17;VE5049;3/05/2018 6:13;315.44;26.15;52323;Gualmatan;Nariño;Carnicería;38;27;13;604;17;42;26;0
65677PK68A-A;PK68;VE3159;23/03/2018 9:56;50.34;13.3;52079;Barbacoas;Nariño;Deportes;18;28;20;4379;33;5;14;2310
55041PD84A-A;PD84;VE6294;9/04/2018 10:25;225.89;9.14;52083;Belen;Nariño;Celulares;6;5;25;1807;26;15;32;12480
97110PS33A-A;PS33;VE5149;27/09/2017 19:36;119.77;14.07;52565;Providencia;Nariño;Carnicería;36;4;19;1588;41;35;29;41615
69309PD42A-A;PD42;VE8895;14/09/2017 2:17;73.79;6.98;52560;Potosi;Nariño;Celulares;15;10;17;7181;17;16;12;3264
5389PD76A-A;PD76;VE2821;7/02/2018 17:43;469.04;;5002;Abejorral;Antioquia;;20;12;39;1887;37;6;31;6882
70563PD53A-A;PD53;VE1204;24/11/2017 1:15;184.52;23.32;52381;La florida;Nariño++;Celulares;11;31;25;775;52;37;31;59644
8794PB32A-A;PB32;VE8511;22/03/2018 19:26;86.41;5.75;52203;Colon;Nariño++;Ropa de adultos;31;5;33;484;20;25;25;12500
103843PB83A-A;PB83;VE8695;17/04/2018 15:50;64.46;23.68;52473;Mosquera;Nariño;Ropa de adultos;7;25;39;806;24;2;31;1488
54113PK57A-A;PK57;VE3955;1/02/2018 7:41;289.51;15.84;52381;La florida;Nariño;Deportes;24;22;25;2626;17;17;9;2601
51131PA10C-C;PA10;VE9609;31/05/2018 2:23;2.16;;52323;Gualmatan;Nariño;;17;21;0;345;26;12;26;8112
102118PB79A-A;PB79;VE8511;7/10/2017 23:39;119.65;8.49;52473;Mosquera;Nariño;Ropa de adultos;4;34;29;6415;48;9;44;19008
98749PB77A-A;PB77;VE4937;2/03/2018 1:29;56.53;6.09;52323;Gualmatan;Nariño;Ropa de adultos;25;10;40;1675;13;1;46;598
27698PA69A-A;PA69;VE3791;5/01/2018 21:08;59.35;38.9;52435;Mallama;Nariño;Electrodomésticos;12;9;6;160;41;4;14;2296
71985PB48A-A;PB48;VE4489;19/09/2017 10:42;9.75;35.1;5001;Medellin;Antioquia;Ropa de adultos;40;29;19;2063;21;12;21;5292
105360PR89A-A;PR89;VE3939;4/11/2017 16:39;338.97;11.54;52418;Los andes;Nariño;Frutas_y_verduras;8;24;35;3630;22;16;21;7392
104529PD17A-A;PD17;VE2302;26/02/2018 6:12;13.83;16.07;52210;Contadero;Nariño;Celulares;20;17;2;3950;45;43;31;59985
82132PB21A-A;PB21;VE1307;7/03/2018 11:33;36.7;34.74;52207;Consaca;Nariño;Ropa de adultos;10;11;22;2221;22;15;7;2310
5975PS13A-A;PS13;VE2738;6/04/2018 6:03;91.97;10.45;52480;Nariño;Nariño;Carnicería;20;8;9;2877;52;4;22;4576
39967PK44A-A;PK44;VE7204;13/11/2017 20:52;31.64;15.56;52490;Olaya herrera;Nariño;Deportes;24;32;9;1827;48;11;22;11616
62257PS27A-A;PS27;VE7885;22/12/2017 2:14;262.86;34.5;52418;Los andes;Nariño;Carnicería;23;38;30;4512;20;6;2;240
35935PS38A-A;PS38;VE7623;24/01/2018 10:49;55.07;9.75;52381;La florida;Nariño;Carnicería;10;39;20;1884;52;31;25;40300
58171PR36A-A;PR36;VE3743;17/04/2018 14:50;256.9;2.72;52405;Leiva;Nariño;Frutas y verduras;25;5;15;600;10;3;20;600
43877PR28A-A;PR28;VE3482;18/12/2017 14:43;55.12;42.99;52001;Pasto;Nariño;Frutas y verduras;4;37;21;136;47;21;25;24675
22755PK30A-A;PK30;VE4333;23/11/2017 4:45;49.36;7.78;52210;Contadero;Nariño;Deportes;21;3;12;600;12;14;13;2184
94039PK73A-A;PK73;VE4502;1/10/2017 3:08;87.71;17.03;52411;Linares;Nariño;Deportes;1;11;34;5470;28;17;33;15708
39970PB11A-A;PB11;VE7066;5/06/2018 22:15;1.05;39.62;52381;La florida;Nariño;Ropa de adultos;1;3;28;329;49;27;42;55566
46507PK19A-A;PK19;VE6785;21/02/2018 6:41;67.49;47.27;52411;Linares;Nariño++;Deportes;35;6;33;861;29;17;41;20213
77070PB20A-A;PB20;VE9713;25/02/2018 15:46;644.27;8.62;52001;Pasto;Nariño;Ropa_de_adultos;30;30;11;1009;19;41;26;20254
84081PB54A-A;PB54;VE1175;30/05/2018 17:15;4.56;23.84;52435;Mallama;Nariño;Ropa_de_adultos;15;23;4;1672;63;9;14;7938
50523PS98A-A;PS98;VE2285;15/12/1901 7:46;86.92;2.72;52001;Pasto;Nariño;Carnicería;22;8;3;361;2;27;19;1026
55561PB36A-A;PB36;VE2941;7/01/2018 4:48;2.91;1.98;5001;Medellin;Antioquia;Ropa de adultos;23;16;11;2720;37;9;19;6327
107500PO59A-B;PS22;VE1558;20/10/2017 9:07;115.73;4.68;52405;Leiva;Nariño;Carnicería;10;31;20;256;43;2;21;1806
41873PD71A-A;PD71;VE4446;12/01/2018 17:20;3.07;16.69;52405;Leiva;Nariño;Celulares;19;17;16;3786;50;10;4;2000
47738PB61A-A;PB61;VE6777;29/09/2017 2:23;91.29;43.47;52399;La union;Nariño;Ropa de adultos;17;25;29;7983;35;22;12;9240
98654PA13A-A;PA13;VE6541;3/11/2017 4:39;86.71;1.06;52560;Potosi;Nariño;Electrodomésticos;22;20;16;2989;45;16;14;10080
5865PD49A-A;PD49;VE4052;7/01/2018 1:19;226.37;24.68;52323;Gualmatan;Nariño;Celulares;17;22;15;1485;26;13;4;1352
25354PS36A-A;PS36;VE2926;3/05/2018 19:19;36.28;1.19;52490;Olaya herrera;Nariño;Carnicería;12;29;27;768;16;8;38;4864
89979PS30A-A;PS30;VE3062;29/07/2017 23:20;194.05;0.63;52480;Nariño;Nariño;Carnicería;21;36;32;3762;9;16;21;3024
24349PK53B-B;PK53;VE2941;6/12/2017 6:21;367.3;1.69;52381;La florida;Nariño;Deportes;9;29;5;5728;25;38;19;18050
40872PB59A-A;PB59;VE8975;14/05/2018 2:25;35.9;14.92;52083;Belen;Nariño;Ropa de adultos;0;27;18;5272;40;12;8;3840
42017PD75A-A;PD75;VE4813;13/10/2017 5:17;434.0;47.29;52378;La cruz;Nariño;Celulares;24;34;27;851;54;25;27;36450
77676PS22A-A;PS22;VE5090;13/05/2018 19:40;108.9;28.05;52565;Providencia;Nariño;Carnicería;16;27;18;485;12;21;12;3024
6648PA60A-A;PA60;VE3582;29/10/2017 15:13;57.05;32.63;52490;Olaya herrera;Nariño;Electrodomésticos;1;32;8;3163;27;25;24;16200
20258PB90A-A;PB90;VE3549;12/02/2018 14:38;52.67;12.21;52520;Francisco pizarro;Nariño;Ropa de adultos;16;13;21;1527;29;16;13;6032
59493PR89A-A;PR89;VE3927;22/07/2017 23:27;119.35;3.99;52079;Barbacoas;Nariño;Frutas y verduras;25;1;33;157;42;23;36;34776
92582PR21A-A;PR21;VE5681;21/01/2018 1:16;78.12;1.22;52378;La cruz;Nariño;Frutas y verduras;9;4;5;257;18;23;24;9936
96673PS31A-A;PS31;VE8895;5/05/2018 19:21;81.32;0.63;52411;Linares;Nariño;Carnicería;9;37;27;5427;29;38;37;40774
14686PA11A-A;PA11;VE8925;28/03/2018 16:50;63.33;14.16;52385;La llanada;Nariño;Electrodomésticos;39;10;1;6779;61;4;29;7076
34231PB36A-A;PB36;VE2285;3/09/2017 0:47;307.19;28.85;52207;Consaca;Nariño;Ropa de adultos;29;2;35;3132;25;40;10;10000
112470PS66A-A;PS66;VE8722;14/08/2017 20:26;465.77;30.97;52323;Gualmatan;Nariño;Carnicería;6;23;6;1971;35;28;23;22540
4187PS15A-A;PS15;VE3689;5/06/2018 3:52;-92.87;28.66;52210;Contadero;Nariño;Carnicería;34;0;25;1707;20;3;23;1380
106210PK87A-A;PK87;VE2456;10/09/2017 0:45;174.62;25.67;52210;Contadero;Nariño;Deportes;4;20;20;1788;36;26;32;29952
92247PB76A-A;PB76;VE3342;15/03/2018 17:54;46.84;13.18;52399;La union;Nariño;Ropa de adultos;23;40;15;3658;23;20;16;7360
63821PB40A-A;PB40;VE1402;16/12/2017 10:11;32.87;1.5;52411;Linares;Nariño++;Ropa de adultos;29;22;26;512;40;25;15;15000
18562PR22A-A;PR22;VE3791;4/11/2017 15:53;141.09;10.5;52405;Leiva;Nariño;Frutas y verduras;40;28;17;105;34;4;21;2856
97413PK16A-A;PK16;VE3806;30/09/1901 11:13;20.74;17.05;52110;Buesaco;Nariño;Deportes;14;34;4;207;43;13;5;2795
20621PR29A-A;PR29;VE4365;1/04/2018 10:16;40.8;3.58;5001;Medellin;Antioquia++;Frutas y verduras;5;11;17;1327;22;33;17;12342
100759PR40A-A;PR40;VE2068;9/12/2017 3:16;13.15;10.2;52323;Gualmatan;Nariño;Frutas y verduras;28;40;36;3483;25;9;14;3150
87066PK53A-A;PK53;VE1175;28/11/2017 8:26;19.68;29.54;5001;Medellin;Antioquia;Deportes;4;29;30;276;28;12;10;3360
74707PS94A-A;PS94;VE2012;28/03/2018 11:38;343.0;2.48;52418;Los andes;Nariño;Carnicería;17;10;24;3461;9;13;16;1872
93055PS44A-A;PS44;VE7348;21/04/2018 18:29;82.1;2.77;52240;Chachagui;Nariño;Carnicería;5;0;33;1187;10;1;13;130
89470PB63A-A;PB63;VE6495;3/01/2018 18:20;103.06;8.2;52560;Potosi;Nariño;Ropa de adultos;7;32;39;464;23;20;36;16560
110386PK47A-A;PK47;VE5049;5/12/2017 19:12;84.46;;52203;Colon;Nariño;;18;37;38;895;34;6;28;5712
56190PB86A-A;PB86;VE8722;21/01/2257 20:36;202.93;;52381;La florida;Nariño;;21;17;32;245;29;24;40;27840
107002PR47A-A;PR47;VE8925;2/06/2257 18:54;13.54;58.76;52385;La llanada;Nariño;Frutas y verduras;9;1;4;190;13;28;25;9100
58700PA71A-A;PA71;VE1988;13/08/2017 0:07;101.37;4.21;52418;Los andes;Nariño;Electrodomésticos;18;15;18;2364;48;16;21;16128
70515PA38B-B;PA38;VE8575;13/08/2017 10:07;149.43;31.84;52323;Gualmatan;Nariño;Electrodomésticos;40;37;17;1734;40;13;36;18720
109833PR56A-A;PR56;VE9186;22/11/2017 5:02;330.17;4.85;52083;Belen;Nariño;Frutas y verduras;20;7;40;5980;13;12;18;0
110250PD65A-A;PD65;VE1204;14/07/2017 16:10;25.97;4.2;52411;Linares;Nariño;Celulares;39;38;23;3426;37;1;19;703
88289PA13A-A;PA13;VE7406;14/03/2018 0:06;282.36;24.25;52520;Francisco pizarro;Nariño;Electrodomésticos;38;7;35;1295;18;11;9;1782
105251PR35A-A;PR35;VE4819;31/12/2017 21:48;54.69;;52210;Contadero;Nariño;;18;6;30;0;43;29;8;9976
106470PA70F-F;PA70;VE4052;23/07/2017 5:39;27.76;100.95;52435;Mallama;Nariño;Electrodomésticos;3;9;36;2152;33;16;38;20064
20977PA65A-A;PA65;VE3607;27/10/2017 19:46;39.54;20.06;52427;Magui;Nariño;Electrodomésticos;15;9;36;2816;40;32;6;7680
92359PA20A-A;PA20;VE3292;10/05/2018 14:10;31.65;57.07;52323;Gualmatan;Nariño;Electrodomésticos;4;27;14;825;10;21;36;7560
