producto_id;fecha_envio_limite;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
PF78;9/09/2017 8:08;Muebles;20;12;33;978;5;28;18
PA90;24/05/2018 18:03;Electrodomésticos;35;22;11;136;17;8;17
PQ44;6/04/2018 9:42;Lácteos;40;18;15;6057;41;9;28
PP85;6/10/2017 19:31;Licor;34;33;2;743;39;21;23
PQ81;3/02/2018 3:05;Lácteos;32;30;30;121;21;26;41
PC77;16/05/2018 0:26;Ropa infantil;30;4;39;1031;23;7;24
PP28;6/12/2017 4:00;Licor;30;33;6;3225;29;2;26
PI86;27/11/2017 8:39;Juguetes;39;10;3;2231;42;15;32
PH41;11/05/2018 17:35;Bebés ;34;29;16;414;44;9;39
PT39;23/09/2017 7:06;Tarjetas regalo;14;6;32;704;53;8;29
PF32;27/11/2017 16:12;Muebles;7;19;31;1233;26;2;24
PA12;4/10/2017 5:58;Electrodomésticos;26;19;21;823;35;0;21
PC34;10/10/2017 14:03;Ropa infantil;20;3;26;2023;18;17;27
PS81;17/04/2018 22:28;Carnicería;29;7;22;393;32;17;40
PH47;22/01/2018 13:30;Bebés ;4;34;0;3882;26;5;15
PE44;4/03/2018 20:54;Tecnología;10;24;27;8994;44;18;39
PL80;19/05/2018 1:40;Libros;21;0;4;256;16;14;38
PR10;4/05/2018 20:45;Frutas y verduras;8;3;4;1301;42;21;42
PN69;20/02/2018 11:38;Dormitorio;29;1;33;1343;43;21;24
PO54;13/06/2018 13:03;Productos ecoamigables;30;3;2;1169;18;7;26
PB89;8/06/2018 8:22;Ropa de adultos;1;31;32;7951;5;18;28
PR89;31/05/2018 20:44;Frutas y verduras;27;29;23;3770;17;3;22
PI61;27/12/2017 4:38;Juguetes;31;12;22;1579;31;12;31
PN52;29/10/2017 19:13;Dormitorio;16;4;24;848;5;24;30
PK25;29/08/2017 12:31;Deportes;1;23;35;405;19;1;22
PE51;1/09/2017 13:00;Tecnología;2;26;17;4015;17;9;24
PL60;26/11/2017 18:23;Libros;27;25;30;1731;34;23;2
PC81;24/08/2017 21:40;Ropa infantil;35;25;27;3186;24;22;42
PQ18;2/12/2017 19:38;Lácteos;9;30;2;3111;62;12;26
PB94;5/04/2018 2:09;Ropa de adultos;0;22;20;3180;13;40;13
PR24;2/01/2018 6:39;Frutas y verduras;39;8;35;4147;24;41;38
PD96;27/03/2018 4:39;Celulares;24;20;24;143;29;27;32
PB31;23/06/2018 6:50;Ropa de adultos;14;1;13;1912;49;19;35
PP93;19/11/2017 22:45;Licor;0;2;40;7798;40;14;28
PA47;9/02/2018 17:33;Electrodomésticos;23;9;12;717;25;4;19
PS18;16/12/2017 0:53;Carnicería;12;4;21;1775;6;37;3
PP40;26/12/2017 6:32;Licor;9;1;23;735;49;17;11
PH17;18/07/2017 10:49;Bebés ;37;13;20;2268;10;35;5
PB40;13/09/2017 12:09;Ropa de adultos;31;8;1;434;33;51;41
PN13;10/01/2018 15:10;Dormitorio;30;4;14;3280;54;30;25
PS57;20/06/2018 3:15;Carnicería;4;8;6;31;13;43;15
PG82;13/05/2018 23:57;Salud;3;8;15;2711;47;17;34
PC42;24/05/2018 5:46;Ropa infantil;10;7;6;2462;29;28;37
PC46;3/02/2018 15:08;Ropa infantil;9;7;3;2518;17;17;45
PJ53;4/08/2017 22:02;Mascotas;0;38;8;146;53;18;14
PC17;27/12/2017 12:44;Ropa infantil;20;24;11;1723;7;11;38
PS78;21/01/2018 13:21;Carnicería;19;5;11;876;14;23;28
PD22;4/05/2018 5:24;Celulares;17;3;37;2720;17;15;17
PJ57;22/04/2018 7:29;Mascotas;22;13;38;573;51;24;28
PH85;30/03/2018 14:06;Bebés ;38;6;34;1056;31;5;12
PR78;18/06/2018 2:03;Frutas y verduras;5;2;20;3255;54;26;41
PH17;27/08/2017 0:45;Bebés ;22;35;7;1266;26;26;10
PH13;27/09/2017 5:32;Bebés ;39;6;20;203;3;22;17
PC93;3/10/2017 15:10;Ropa infantil;10;6;12;3035;11;27;23
PI15;14/08/2017 18:30;Juguetes;38;16;33;2111;17;4;3
PM81;14/10/2017 13:42;Ferretería;10;31;33;114;47;39;19
PI52;26/11/2017 1:51;Juguetes;1;3;11;4090;12;11;13
PO66;8/08/2017 18:36;Productos ecoamigables;24;18;34;3596;2;25;6
PS26;7/06/2018 21:26;Carnicería;10;37;31;2840;19;39;13
PS12;21/12/2017 7:15;Carnicería;8;26;7;1909;46;17;32
PB95;25/04/2018 21:21;Ropa de adultos;12;1;14;744;9;9;13
PM61;21/10/2017 19:44;Ferretería;36;33;4;725;42;9;20
PC99;19/04/2018 6:42;Ropa infantil;1;22;39;570;53;15;10
PS54;24/10/2017 7:22;Carnicería;24;10;26;5657;26;3;26
PM93;6/06/2018 17:54;Ferretería;23;12;11;4983;36;10;32
PI12;26/12/2017 6:47;Juguetes;32;9;20;3144;8;25;25
PR43;2/12/2017 18:56;Frutas y verduras;37;18;30;2686;29;44;41
PR46;13/08/2017 12:13;Frutas y verduras;36;11;32;323;10;5;13
PB10;12/06/2018 15:38;Ropa de adultos;18;5;16;2176;9;9;8
PO15;18/04/2018 0:32;Productos ecoamigables;7;27;19;6085;55;12;26
PK14;18/10/2017 19:56;Deportes;22;7;35;2206;21;9;42
PB88;4/03/2018 12:39;Ropa de adultos;17;7;29;1956;30;25;28
PR47;21/07/2017 2:43;Frutas y verduras;2;3;28;1794;38;4;5
PN99;9/01/2018 5:42;Dormitorio;8;19;35;223;47;5;27
PD96;19/04/2018 8:05;Celulares;4;26;40;1319;34;23;33
PG21;7/08/2017 10:55;Salud;3;35;34;242;5;10;35
PH53;1/09/2017 23:11;Bebés ;11;26;16;898;19;14;32
PD98;11/01/2018 13:53;Celulares;32;28;6;1946;45;29;36
PE97;18/04/2018 18:20;Tecnología;27;38;35;2;45;17;39
PL11;11/01/2018 7:28;Libros;29;3;39;225;21;1;33
PT65;28/08/2017 9:13;Tarjetas regalo;30;32;29;326;48;2;24
PN10;6/12/2017 9:32;Dormitorio;0;5;12;117;36;12;20
PE73;13/12/2017 19:25;Tecnología;20;7;8;2551;15;25;26
PO48;15/09/2017 8:59;Productos ecoamigables;6;30;13;751;56;15;64
PD71;29/01/2018 3:27;Celulares;40;0;37;3030;24;16;32
PF82;1/01/2018 9:28;Muebles;40;19;29;166;14;18;39
PC15;13/06/2018 16:47;Ropa infantil;33;5;22;732;20;15;18
PK14;23/06/2018 14:09;Deportes;23;0;13;4063;27;37;18
PP79;2/10/2017 2:35;Licor;31;36;21;359;35;40;31
PD26;21/12/2017 0:06;Celulares;30;36;36;1485;48;46;38
PC81;29/03/2018 8:16;Ropa infantil;32;10;40;521;42;9;24
PF63;23/04/2018 2:48;Muebles;15;22;2;6330;39;16;15
PR84;14/01/2018 12:56;Frutas y verduras;30;31;8;2486;17;23;36
PK93;21/06/2018 9:42;Deportes;34;20;4;2583;13;21;17
PD68;15/11/2017 3:24;Celulares;37;6;8;1323;26;38;16
PG25;31/05/2018 1:43;Salud;16;2;6;3085;34;21;31
PP98;7/09/2017 18:29;Licor;38;23;37;996;40;25;29
PL55;18/03/2018 10:13;Libros;37;25;36;1221;42;47;44
PD71;27/10/2017 22:49;Celulares;23;22;27;1161;33;42;22
PG66;27/07/2017 15:44;Salud;8;9;3;3199;31;34;30
PB16;13/06/2018 2:02;Ropa de adultos;29;18;35;1556;26;8;46
PF97;24/07/2017 21:55;Muebles;4;36;24;49;31;6;40
PL50;19/05/2018 0:38;Libros;17;16;4;143;49;19;21
PB13;15/09/2017 3:43;Ropa de adultos;26;5;2;5943;23;29;17
PB34;22/08/2017 3:50;Ropa de adultos;13;22;24;3827;20;22;20
PS61;19/11/2017 22:52;Carnicería;34;39;12;998;45;16;26
PG55;17/12/2017 19:04;Salud;33;32;1;519;19;15;13
PE52;8/09/2017 5:39;Tecnología;10;1;33;804;3;12;17
PD86;3/10/2017 7:32;Celulares;37;7;14;311;29;40;18
PO88;11/03/2018 1:34;Productos ecoamigables;39;8;24;466;36;37;48
PL68;22/09/2017 18:31;Libros;33;13;29;939;21;18;5
PF95;4/02/2018 9:48;Muebles;17;24;39;1734;26;22;26
PF73;31/01/2018 18:23;Muebles;18;36;34;1937;39;1;25
PR53;21/01/2018 9:43;Frutas y verduras;21;3;14;436;32;36;10
PB32;19/08/2017 12:29;Ropa de adultos;33;21;23;6708;7;17;28
PP22;25/09/2017 3:34;Licor;11;3;20;1482;41;20;22
PR63;7/06/2018 2:40;Frutas y verduras;20;29;30;2664;34;16;21
PP60;24/01/2018 21:40;Licor;40;13;21;3792;31;11;9
PM89;23/03/2018 8:59;Ferretería;36;2;24;874;32;17;4
PJ22;23/07/2017 22:35;Mascotas;13;12;21;5274;1;30;20
PP72;20/12/2017 2:43;Licor;38;31;10;1601;42;21;18
PF91;10/02/2018 2:05;Muebles;14;18;7;2959;33;9;11
PS52;9/04/2018 5:48;Carnicería;27;13;10;2195;13;23;21
PS42;7/11/2017 15:22;Carnicería;34;9;17;10444;11;5;1
PQ85;14/08/2017 20:27;Lácteos;1;11;24;3264;12;49;35
PI35;17/07/2017 1:31;Juguetes;17;4;37;508;30;24;8
PF37;21/08/2017 19:26;Muebles;31;10;38;1480;2;25;2
PB26;29/09/2017 14:02;Ropa de adultos;34;8;30;6019;31;14;24
PM52;26/08/2017 2:28;Ferretería;28;31;4;139;6;10;31
PT41;19/04/2018 15:12;Tarjetas regalo;30;29;10;7013;20;1;31
PE81;9/01/2018 3:23;Tecnología;18;32;15;767;31;17;34
PH38;19/02/2018 2:59;Bebés ;11;3;6;1189;73;3;19
PJ34;24/11/2017 14:20;Mascotas;30;1;6;4293;16;40;14
PK85;3/05/2018 21:26;Deportes;34;8;13;802;28;12;36
PH16;4/01/2018 4:19;Bebés ;30;28;9;352;40;4;27
PP53;24/07/2017 3:05;Licor;16;25;24;770;19;29;40
PF57;17/05/2018 5:30;Muebles;5;5;38;958;34;0;35
PM35;1/04/2018 10:31;Ferretería;39;38;30;2076;11;30;16
PG50;13/11/2017 16:01;Salud;20;19;26;2020;37;22;18
PO18;5/10/2017 23:27;Productos ecoamigables;27;8;20;840;3;0;29
PM63;30/04/2018 22:51;Ferretería;32;5;14;4;17;14;33
PC78;23/05/2018 17:34;Ropa infantil;36;37;4;2074;4;10;21
PT33;30/07/2017 3:31;Tarjetas regalo;10;33;6;1489;12;1;16
PH86;25/12/2017 11:18;Bebés ;32;33;5;1592;14;16;41
PT54;23/04/2018 23:16;Tarjetas regalo;16;39;31;1784;39;1;29
PR37;19/07/2017 8:41;Frutas y verduras;26;32;4;280;19;4;20
PT76;6/12/2017 13:41;Tarjetas regalo;5;39;24;4806;24;5;22
PC83;17/03/2018 8:26;Ropa infantil;8;22;40;780;40;9;35
PA60;18/10/2017 0:21;Electrodomésticos;19;27;29;5288;4;7;24
PT79;15/05/2018 5:59;Tarjetas regalo;6;0;29;1254;55;10;8
PB22;8/02/2018 14:27;Ropa de adultos;9;10;28;83;36;5;11
PM28;13/06/2018 12:27;Ferretería;28;3;5;2300;10;1;21
PO59;12/11/2017 6:16;Productos ecoamigables;1;17;19;3936;32;6;17
PJ42;22/01/2018 19:16;Mascotas;30;33;37;101;51;11;15
PA62;20/12/2017 0:22;Electrodomésticos;14;30;38;623;24;35;29
PN65;29/04/2018 9:04;Dormitorio;0;10;20;6944;20;18;30
PP89;24/08/2017 17:23;Licor;22;12;8;2112;9;29;3
PG98;31/03/2018 12:44;Salud;19;26;38;3528;41;21;32
PK51;23/11/2017 15:49;Deportes;16;21;17;541;3;0;19
PQ60;22/07/2017 2:36;Lácteos;30;35;14;1029;52;13;19
PK97;11/10/2017 19:44;Deportes;22;21;25;917;27;25;29
PH51;27/09/2017 10:44;Bebés ;38;36;32;5069;79;16;14
PQ27;13/10/2017 19:09;Lácteos;12;39;23;4522;34;33;28
PL27;3/12/2017 11:39;Libros;26;39;33;671;62;52;24
PM77;5/04/2018 17:03;Ferretería;40;30;32;474;34;2;29
PL30;6/09/2017 23:02;Libros;32;6;0;3003;16;30;19
PD97;17/11/2017 20:01;Celulares;18;38;37;1972;23;21;21
PO72;5/04/2018 4:40;Productos ecoamigables;6;3;12;57;2;11;14
PN67;9/02/2018 0:29;Dormitorio;2;14;23;5168;43;1;32
PQ84;17/04/2018 1:23;Lácteos;15;3;24;657;29;21;6
PR93;21/09/2017 8:32;Frutas y verduras;20;3;11;1402;5;11;15
PS40;2/03/2018 18:15;Carnicería;21;24;25;1728;7;6;23
PE14;3/08/2017 21:03;Tecnología;21;2;3;2192;31;36;16
PC66;21/06/2018 16:34;Ropa infantil;14;28;40;880;32;14;22
PI17;18/05/2018 10:01;Juguetes;38;3;13;1806;51;22;28
PL50;24/08/2017 13:20;Libros;22;27;30;1423;23;16;37
PO97;11/01/2018 0:09;Productos ecoamigables;14;39;10;462;4;2;1
PB63;7/01/2018 9:48;Ropa de adultos;21;10;4;1138;17;25;9
PQ66;11/02/2018 3:19;Lácteos;8;30;22;2382;48;23;18
PE67;12/02/2018 4:23;Tecnología;27;17;13;676;14;15;25
PG85;21/02/2018 11:15;Salud;35;4;11;1396;16;28;21
PO53;18/08/2017 3:24;Productos ecoamigables;27;38;19;988;32;13;2
PR83;31/03/2018 22:45;Frutas y verduras;19;19;23;2438;30;25;25
PR82;17/12/2017 15:27;Frutas y verduras;7;36;25;250;43;27;7
PJ21;17/05/2018 7:09;Mascotas;18;24;6;898;27;13;18
PF96;7/09/2017 3:52;Muebles;15;4;25;1816;12;2;32
PS28;7/05/2018 21:37;Carnicería;31;36;21;1165;28;5;30
PS91;5/11/2017 0:29;Carnicería;14;0;9;174;30;19;10
PR32;19/09/2017 1:48;Frutas y verduras;36;32;22;3056;37;2;37
PA63;24/07/2017 19:32;Electrodomésticos;11;21;22;758;18;18;10
PJ80;31/10/2017 12:29;Mascotas;9;31;18;4522;23;17;9
PQ38;29/04/2018 5:10;Lácteos;3;12;28;643;6;6;14
PS90;16/12/2017 3:44;Carnicería;12;23;32;527;5;16;25
PJ17;29/10/2017 19:32;Mascotas;10;32;26;632;72;51;26
PS64;3/08/2017 13:58;Carnicería;33;24;30;1735;26;3;13
PR40;26/03/2018 17:49;Frutas y verduras;40;4;17;1697;77;17;21
PS21;6/06/2018 19:58;Carnicería;33;10;37;4169;24;24;21
PR45;3/08/2017 0:27;Frutas y verduras;16;3;25;3;10;20;6
PN44;3/03/2018 2:21;Dormitorio;20;32;17;2151;30;27;35
PT92;6/10/2017 21:09;Tarjetas regalo;30;2;4;173;45;23;21
PP23;6/03/2018 16:33;Licor;31;37;14;1203;6;31;38
PO67;25/03/2018 12:31;Productos ecoamigables;20;9;35;16;52;11;35
PH35;18/11/2017 2:14;Bebés ;18;30;34;8175;11;34;16
PC77;14/08/2017 11:28;Ropa infantil;25;21;22;4987;9;10;26
PE48;20/11/2017 14:30;Tecnología;35;28;5;3375;19;16;43
PD94;30/11/2017 5:04;Celulares;15;39;9;1267;59;42;30
PB40;16/12/2017 10:11;Ropa de adultos;29;22;26;512;40;25;15
PQ50;24/04/2018 7:58;Lácteos;26;11;23;6761;35;38;3
PT94;15/08/2017 10:04;Tarjetas regalo;27;18;16;3578;43;34;25
PC29;25/08/2017 3:56;Ropa infantil;17;4;6;1991;10;16;22
PM71;11/01/2018 13:51;Ferretería;3;7;36;3258;41;56;13
PG89;12/06/2018 2:35;Salud;7;34;4;27;12;3;18
PO77;22/12/2017 8:21;Productos ecoamigables;8;3;23;835;41;11;20
PT83;12/02/2018 6:05;Tarjetas regalo;39;34;30;98;28;10;37
PO53;14/12/2017 14:29;Productos ecoamigables;6;2;0;8665;25;14;44
PS38;24/01/2018 10:49;Carnicería;10;39;20;1884;52;31;25
PO38;8/02/2018 12:38;Productos ecoamigables;35;19;30;1333;38;27;20
PH47;6/02/2018 17:16;Bebés ;32;11;23;1058;66;15;30
PE66;15/01/2018 13:50;Tecnología;17;30;12;223;51;10;30
PG32;10/02/2018 10:14;Salud;34;32;18;794;50;14;43
PE40;24/05/2018 9:08;Tecnología;32;4;39;4618;33;10;32
PQ17;29/07/2017 11:48;Lácteos;17;21;13;2569;66;14;27
PN71;19/08/2017 1:59;Dormitorio;0;16;12;2724;55;37;17
PN28;24/05/2018 10:54;Dormitorio;9;8;0;221;12;19;26
PM89;26/11/2017 4:04;Ferretería;29;25;18;2182;47;33;21
PD55;2/12/2017 20:57;Celulares;29;35;13;5994;29;9;38
PS64;30/07/2017 21:51;Carnicería;16;1;18;293;22;28;5
PH31;30/04/2018 20:39;Bebés ;32;3;36;1301;26;7;46
PD42;24/12/2017 10:55;Celulares;2;4;30;170;26;12;21
PD16;13/03/2018 7:39;Celulares;31;20;19;1111;44;3;15
PB97;25/10/2017 15:11;Ropa de adultos;32;7;27;508;60;0;3
PP43;19/09/2017 1:23;Licor;1;33;31;2040;2;7;28
PO84;24/12/2017 3:26;Productos ecoamigables;36;24;35;580;24;18;19
PG54;7/02/2018 8:55;Salud;13;36;30;1038;24;31;17
PR45;29/09/2017 23:19;Frutas y verduras;16;21;18;609;20;13;28
PB53;10/10/2017 17:58;Ropa de adultos;39;8;20;3111;27;4;14
PS32;16/04/2018 13:03;Carnicería;18;21;15;4057;16;23;32
PR32;2/04/2018 19:27;Frutas y verduras;37;16;25;1448;13;7;30
PF18;26/12/2017 18:49;Muebles;32;28;26;3335;23;19;26
PK61;25/01/2018 14:16;Deportes;31;9;6;1346;20;15;26
PG82;16/09/2017 3:40;Salud;30;10;24;2288;29;2;9
PM79;1/12/2017 20:19;Ferretería;32;15;34;6804;53;33;14
PH55;21/08/2017 18:10;Bebés ;1;26;34;435;28;18;34
PD91;21/06/2018 13:46;Celulares;19;11;24;1190;46;3;16
PS91;12/09/2017 22:46;Carnicería;14;4;26;1132;67;30;30
PM47;1/12/2017 12:15;Ferretería;35;11;29;414;31;4;18
PI20;29/09/2017 8:13;Juguetes;9;13;9;3660;26;29;16
PH87;20/12/2017 5:13;Bebés ;25;37;6;1708;18;12;13
PN56;17/02/2018 12:59;Dormitorio;9;40;20;1089;42;6;27
PQ24;25/12/2017 11:04;Lácteos;27;25;29;1303;34;3;22
PP26;1/12/2017 15:48;Licor;23;11;22;880;5;31;25
PN89;1/04/2018 16:11;Dormitorio;13;0;33;3364;37;6;21
PJ75;10/03/2018 16:22;Mascotas;25;39;37;3215;50;21;27
PE97;26/09/2017 10:23;Tecnología;18;15;17;1470;31;10;28
PS74;11/01/2018 0:58;Carnicería;31;18;9;4523;54;5;13
PM55;22/01/2018 19:06;Ferretería;33;9;13;3776;30;6;28
PG41;3/08/2017 21:02;Salud;0;6;24;1914;26;25;25
PQ62;22/04/2018 3:31;Lácteos;38;17;6;246;44;15;32
PM91;10/03/2018 13:13;Ferretería;21;12;3;183;41;12;30
PE38;13/04/2018 16:23;Tecnología;17;33;10;2114;38;22;16
PT10;5/09/2017 21:17;Tarjetas regalo;26;22;8;488;24;30;7
PS61;17/03/2018 16:34;Carnicería;36;1;10;4200;37;26;23
PB63;14/02/2018 7:08;Ropa de adultos;19;32;34;125;42;19;16
PH75;4/02/2018 13:00;Bebés ;34;30;11;240;44;25;35
PM62;14/06/2018 1:09;Ferretería;14;30;16;1297;40;11;5
PF19;5/02/2018 2:30;Muebles;9;29;23;1139;37;18;16
PI60;17/11/2017 0:40;Juguetes;33;28;21;161;27;13;32
PM11;1/06/2018 4:54;Ferretería;10;26;9;1180;29;21;21
PN72;3/05/2018 10:00;Dormitorio;26;30;18;5073;23;18;48
PK94;28/01/2018 20:42;Deportes;5;8;12;485;36;5;4
PC72;11/11/2017 1:46;Ropa infantil;0;11;8;8705;64;3;30
PB99;10/09/2017 21:27;Ropa de adultos;1;20;40;2176;39;11;23
PM83;8/05/2018 14:10;Ferretería;10;5;29;6436;13;20;19
PS82;17/09/2017 6:45;Carnicería;10;7;20;1457;13;16;48
PS29;21/07/2017 20:53;Carnicería;10;34;1;5386;34;15;20
PO60;5/12/2017 4:53;Productos ecoamigables;39;16;19;504;55;42;36
PE40;30/09/2017 3:35;Tecnología;34;39;15;1017;26;24;8
PT33;26/01/2018 19:42;Tarjetas regalo;9;26;28;148;26;8;10
PD12;20/04/2018 13:34;Celulares;19;22;4;362;29;28;29
PT82;12/06/2018 2:05;Tarjetas regalo;18;16;40;1010;2;28;34
PT99;19/01/2018 2:33;Tarjetas regalo;8;22;13;2878;43;10;25
PR80;6/08/2017 5:24;Frutas y verduras;18;29;31;1491;25;8;46
PQ33;23/11/2017 23:42;Lácteos;1;39;19;1452;24;22;40
PK29;27/11/2017 22:02;Deportes;19;14;0;2259;40;3;26
PG14;2/02/2018 4:17;Salud;22;12;28;62;35;6;36
PR21;21/01/2018 1:16;Frutas y verduras;9;4;5;257;18;23;24
PT10;6/05/2018 19:21;Tarjetas regalo;29;2;17;6200;54;26;15
PT63;6/10/2017 15:08;Tarjetas regalo;25;13;26;953;47;17;17
PF55;6/04/2018 11:35;Muebles;38;20;28;2371;5;30;31
PP97;14/08/2017 6:24;Licor;19;36;27;3051;44;23;35
PJ55;27/05/2018 14:02;Mascotas;5;26;24;904;37;8;21
PI90;29/10/2017 6:59;Juguetes;38;25;8;1629;33;26;15
PJ80;14/08/2017 10:47;Mascotas;33;13;10;1666;19;18;31
PC92;27/10/2017 17:05;Ropa infantil;15;4;25;487;37;17;30
PE39;8/02/2018 22:09;Tecnología;34;8;28;2438;39;32;7
PF27;20/03/2018 16:42;Muebles;22;33;39;2419;27;1;35
PE27;4/01/2018 15:47;Tecnología;18;28;18;4632;35;10;32
PQ41;21/04/2018 16:28;Lácteos;31;34;8;2648;41;0;28
PM57;21/06/2018 5:08;Ferretería;16;20;15;5536;40;14;32
PH44;3/05/2018 2:31;Bebés ;11;36;36;2397;34;16;31
PM24;23/10/2017 9:28;Ferretería;28;25;16;3554;2;5;24
PK51;6/08/2017 10:22;Deportes;2;31;22;1418;22;19;11
PB12;26/07/2017 9:49;Ropa de adultos;36;40;40;281;16;2;35
PI88;21/11/2017 8:31;Juguetes;3;40;26;68;24;5;28
PM17;23/08/2017 6:14;Ferretería;10;38;1;1930;32;18;2
PJ53;3/04/2018 18:15;Mascotas;26;38;3;309;27;12;23
PB44;20/08/2017 14:05;Ropa de adultos;13;3;21;1200;34;11;31
PQ49;10/01/2018 3:40;Lácteos;18;11;29;80;44;1;36
PC32;9/01/2018 8:12;Ropa infantil;37;5;20;2253;44;29;28
PJ79;11/06/2018 22:17;Mascotas;31;38;4;4783;14;30;26
PI21;28/02/2018 1:10;Juguetes;25;10;22;867;16;23;12
PF94;29/11/2017 12:55;Muebles;27;0;21;40;27;30;15
PR56;13/02/2018 11:05;Frutas y verduras;8;13;36;1853;27;17;24
PP11;26/03/2018 3:38;Licor;8;4;27;1107;18;9;39
PQ59;13/02/2018 1:12;Lácteos;30;37;30;2361;63;34;49
PN63;9/10/2017 14:22;Dormitorio;30;38;8;1783;10;6;30
PJ10;23/01/2018 5:25;Mascotas;32;28;9;2512;9;27;20
PO16;21/07/2017 16:59;Productos ecoamigables;7;9;37;3372;54;28;9
PJ53;14/09/2017 7:03;Mascotas;18;7;9;3493;29;29;29
PF54;1/03/2018 16:49;Muebles;21;23;12;71;22;10;23
PN33;23/04/2018 8:06;Dormitorio;31;33;35;3549;11;20;46
PM68;8/12/2017 18:06;Ferretería;19;16;25;6027;40;28;0
PA71;17/11/2017 0:11;Electrodomésticos;27;3;13;2962;20;26;28
PR33;26/11/2017 9:49;Frutas y verduras;36;19;18;2114;25;11;33
PM64;14/12/2017 8:27;Ferretería;29;23;30;414;39;16;34
PP41;28/10/2017 11:02;Licor;3;23;39;111;45;20;9
PA85;15/06/2018 17:27;Electrodomésticos;32;8;12;388;12;18;22
PR28;19/11/2017 11:36;Frutas y verduras;9;14;23;1985;45;14;15
PN86;26/05/2018 15:59;Dormitorio;10;26;26;347;9;28;14
PJ72;13/03/2018 7:21;Mascotas;34;1;37;3306;21;7;21
PS68;30/01/2018 9:53;Carnicería;25;20;28;1719;36;14;24
PR29;1/04/2018 10:16;Frutas y verduras;5;11;17;1327;22;33;17
PG29;15/04/2018 11:17;Salud;38;10;26;463;50;8;18
PT55;27/12/2017 23:37;Tarjetas regalo;37;27;33;1433;31;21;30
PE71;18/07/2017 17:20;Tecnología;15;32;19;4263;46;11;26
PS71;2/10/2017 11:53;Carnicería;14;40;2;939;32;21;18
PM62;14/09/2017 18:16;Ferretería;2;13;8;569;17;2;18
PT71;2/03/2018 8:00;Tarjetas regalo;33;34;33;1161;34;14;47
PC43;30/05/2018 9:03;Ropa infantil;20;33;29;4434;29;4;15
PP16;14/04/2018 5:21;Licor;17;13;32;3066;54;28;20
PQ81;7/02/2018 2:44;Lácteos;26;9;29;7955;4;28;38
PR15;11/11/2017 19:05;Frutas y verduras;3;21;19;3348;25;14;40
PA65;28/12/2017 8:23;Electrodomésticos;16;6;11;704;34;34;45
PR90;20/03/2018 5:22;Frutas y verduras;40;20;15;3579;41;29;22
PL58;19/01/2018 10:06;Libros;5;17;40;1288;26;10;24
PN61;1/11/2017 15:37;Dormitorio;11;39;21;540;21;9;4
PP74;20/05/2018 9:40;Licor;4;7;19;3398;44;10;15
PO12;28/08/2017 16:06;Productos ecoamigables;20;22;26;516;20;22;28
PK63;6/04/2018 18:25;Deportes;26;6;23;948;26;46;7
PM60;25/01/2018 16:23;Ferretería;36;33;4;1697;53;21;27
PN58;24/05/2018 18:09;Dormitorio;8;37;24;2064;22;35;1
PJ70;28/09/2017 5:04;Mascotas;38;13;12;251;31;6;9
PC89;6/09/2017 11:53;Ropa infantil;13;11;21;199;27;7;23
PS62;7/08/2017 16:59;Carnicería;10;5;21;6618;30;5;27
PC14;26/08/2017 13:30;Ropa infantil;34;27;31;1785;39;19;18
PS82;24/11/2017 4:05;Carnicería;11;34;35;333;35;0;18
PH78;28/10/2017 8:43;Bebés ;17;12;18;592;5;18;3
PP42;6/04/2018 7:06;Licor;21;31;39;562;26;0;7
PO48;1/05/2018 14:03;Productos ecoamigables;18;17;35;141;58;7;36
PP43;27/07/2017 6:24;Licor;14;17;2;1886;28;3;14
PK56;2/03/2018 7:41;Deportes;11;40;16;4237;39;11;24
PL69;8/12/2017 13:46;Libros;10;26;29;5223;34;17;31
PQ89;13/06/2018 19:16;Lácteos;30;34;21;3215;42;13;29
PS85;25/09/2017 19:34;Carnicería;8;11;16;88;27;5;28
PD82;2/09/2017 13:21;Celulares;6;20;13;1082;55;41;35
PI39;7/11/2017 15:45;Juguetes;23;10;19;5419;18;12;15
PS58;10/12/2017 6:50;Carnicería;4;34;9;1170;21;11;39
PL37;11/10/2017 19:59;Libros;25;38;25;2947;4;16;30
PF61;18/09/2017 3:43;Muebles;36;25;29;3411;7;30;32
PI28;7/09/2017 9:17;Juguetes;13;18;16;3565;48;7;32
PN15;11/05/2018 6:25;Dormitorio;2;40;23;2311;19;9;16
PK45;10/08/2017 8:43;Deportes;14;18;13;654;10;29;39
PP69;4/04/2018 17:54;Licor;29;39;11;1379;23;25;15
PH89;24/09/2017 17:46;Bebés ;3;7;39;2752;54;7;23
PC13;6/03/2018 18:41;Ropa infantil;33;10;30;469;72;22;39
PO20;6/04/2018 0:36;Productos ecoamigables;13;28;34;2766;26;1;2
PC95;16/03/2018 18:20;Ropa infantil;36;38;27;554;28;5;17
PB46;12/10/2017 21:14;Ropa de adultos;15;28;10;6233;30;24;25
PD97;25/03/2018 14:07;Celulares;8;1;33;244;45;43;44
PH57;13/10/2017 2:02;Bebés ;34;16;25;901;37;23;31
PR41;1/11/2017 20:51;Frutas y verduras;9;11;21;4580;36;16;24
PP79;21/05/2018 1:11;Licor;28;37;33;1923;7;5;16
